Iteration,Algorithm,Resolution,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
844,SVD (Implicit),FHD,0.371999,0.389056,41.3674,15.7438,0.166947
845,SVD (Implicit),FHD,0.372999,0.383392,43.4876,15.7222,0.16665
845,SVD (Implicit),FHD,0.373999,0.383232,41.6266,15.701,0.166378
845,SVD (Implicit),FHD,0.374999,0.38304,43.7143,15.6799,0.166093
845,SVD (Implicit),FHD,0.375999,0.384704,47.0284,15.659,0.165817
846,SVD (Implicit),FHD,0.376999,0.389024,50.0864,15.6378,0.165537
846,SVD (Implicit),FHD,0.377999,0.387072,43.0038,15.6168,0.165263
846,SVD (Implicit),FHD,0.378999,0.384608,40.8274,15.5959,0.164992
846,SVD (Implicit),FHD,0.379999,0.386304,40.7807,15.575,0.164721
847,SVD (Implicit),FHD,0.380999,0.401216,44.1423,15.5543,0.164449
847,SVD (Implicit),FHD,0.381999,0.386112,39.8769,15.5333,0.164174
847,SVD (Implicit),FHD,0.382999,0.384768,42.3275,15.5128,0.163908
847,SVD (Implicit),FHD,0.383999,0.38944,50.7667,15.4921,0.163638
848,SVD (Implicit),FHD,0.384999,0.383744,39.2293,15.4715,0.163367
848,SVD (Implicit),FHD,0.385999,0.383456,40.9292,15.4508,0.163103
848,SVD (Implicit),FHD,0.386999,0.385312,40.547,15.4304,0.162842
848,SVD (Implicit),FHD,0.387999,0.387072,39.7373,15.41,0.162574
849,SVD (Implicit),FHD,0.388999,0.3856,40.6829,15.3896,0.162313
849,SVD (Implicit),FHD,0.389999,0.405504,43.9923,15.3693,0.162055
849,SVD (Implicit),FHD,0.390999,0.388256,43.6119,15.3491,0.161797
849,SVD (Implicit),FHD,0.391998,0.38704,42.5459,15.3289,0.161539
850,SVD (Implicit),FHD,0.392998,0.38624,42.9251,15.3085,0.161278
850,SVD (Implicit),FHD,0.393998,0.385792,39.4776,15.2885,0.161018
850,SVD (Implicit),FHD,0.394998,0.38704,39.667,15.2687,0.160771
850,SVD (Implicit),FHD,0.395998,0.385024,42.0665,15.2483,0.16052
851,SVD (Implicit),FHD,0.396998,0.386112,46.1055,15.2287,0.160263
851,SVD (Implicit),FHD,0.397998,0.387616,45.8476,15.2086,0.160011
851,SVD (Implicit),FHD,0.398998,0.38336,39.4468,15.1889,0.159762
851,SVD (Implicit),FHD,0.399998,0.385472,41.4736,15.169,0.159511
852,SVD (Implicit),FHD,0.400998,0.3864,41.3042,15.1494,0.159254
852,SVD (Implicit),FHD,0.401998,0.382976,40.8608,15.1296,0.159
852,SVD (Implicit),FHD,0.402998,0.38464,44.4459,15.1101,0.158755
852,SVD (Implicit),FHD,0.403998,0.382976,41.3317,15.0906,0.158523
853,SVD (Implicit),FHD,0.404998,0.386144,41.6875,15.0708,0.158273
853,SVD (Implicit),FHD,0.405998,0.394368,42.8421,15.0515,0.158027
853,SVD (Implicit),FHD,0.406998,0.383712,41.9026,15.0319,0.157779
853,SVD (Implicit),FHD,0.407998,0.386816,40.0878,15.0128,0.157543
854,SVD (Implicit),FHD,0.408998,0.382976,43.56,14.9927,0.157296
854,SVD (Implicit),FHD,0.409998,0.38608,41.8714,14.9743,0.157058
854,SVD (Implicit),FHD,0.410998,0.385024,45.5019,14.9535,0.156813
854,SVD (Implicit),FHD,0.411998,0.38464,41.1843,14.936,0.156585
855,SVD (Implicit),FHD,0.412998,0.383552,41.1494,14.9164,0.156362
855,SVD (Implicit),FHD,0.413998,0.38848,39.9576,14.8971,0.156115
855,SVD (Implicit),FHD,0.414998,0.382688,39.888,14.8782,0.155877
855,SVD (Implicit),FHD,0.415998,0.383872,42.5449,14.8594,0.155646
856,SVD (Implicit),FHD,0.416998,0.389056,41.1138,14.8402,0.155409
856,SVD (Implicit),FHD,0.417998,0.385984,40.6515,14.8215,0.155177
856,SVD (Implicit),FHD,0.418998,0.385024,40.7165,14.8026,0.154947
856,SVD (Implicit),FHD,0.419998,0.383776,42.2875,14.7839,0.154712
857,SVD (Implicit),FHD,0.420998,0.385024,40.7485,14.7651,0.154489
857,SVD (Implicit),FHD,0.421998,0.394528,42.19,14.7464,0.154257
857,SVD (Implicit),FHD,0.422998,0.38416,42.113,14.7276,0.154022
857,SVD (Implicit),FHD,0.423998,0.385024,40.2631,14.7091,0.153797
858,SVD (Implicit),FHD,0.424998,0.387072,39.7517,14.6903,0.153568
858,SVD (Implicit),FHD,0.425998,0.385216,39.5965,14.6719,0.153339
858,SVD (Implicit),FHD,0.426998,0.388704,38.794,14.6533,0.153115
858,SVD (Implicit),FHD,0.427998,0.387072,41.0611,14.6349,0.152893
859,SVD (Implicit),FHD,0.428998,0.385632,39.9517,14.6164,0.15267
859,SVD (Implicit),FHD,0.429998,0.386176,39.4973,14.5981,0.152442
859,SVD (Implicit),FHD,0.430998,0.387008,40.5832,14.5799,0.15222
859,SVD (Implicit),FHD,0.431998,0.386304,45.9924,14.5616,0.151998
860,SVD (Implicit),FHD,0.432998,0.388512,49.5882,14.5433,0.151778
860,SVD (Implicit),FHD,0.433998,0.387712,51.493,14.5251,0.151557
860,SVD (Implicit),FHD,0.434998,0.3848,45.0725,14.5072,0.151341
860,SVD (Implicit),FHD,0.435998,0.382976,41.5031,14.489,0.151127
861,SVD (Implicit),FHD,0.436998,0.385984,39.1647,14.4709,0.150909
861,SVD (Implicit),FHD,0.437998,0.385088,40.2687,14.4529,0.150693
861,SVD (Implicit),FHD,0.438998,0.385024,40.9743,14.435,0.15047
861,SVD (Implicit),FHD,0.439998,0.387072,41.0288,14.417,0.150248
862,SVD (Implicit),FHD,0.440998,0.385632,42.3239,14.3991,0.150034
862,SVD (Implicit),FHD,0.441998,0.384896,40.5192,14.3813,0.149827
862,SVD (Implicit),FHD,0.442998,0.385024,47.7008,14.3635,0.149611
862,SVD (Implicit),FHD,0.443998,0.38384,40.2492,14.3458,0.149397
863,SVD (Implicit),FHD,0.444998,0.385024,43.375,14.328,0.149183
863,SVD (Implicit),FHD,0.445998,0.38736,40.6641,14.3104,0.148967
863,SVD (Implicit),FHD,0.446998,0.383296,42.2992,14.2928,0.148758
863,SVD (Implicit),FHD,0.447998,0.384224,40.3772,14.2751,0.148548
864,SVD (Implicit),FHD,0.448998,0.387296,41.5691,14.2575,0.148339
864,SVD (Implicit),FHD,0.449998,0.386688,42.5406,14.2401,0.148134
864,SVD (Implicit),FHD,0.450998,0.385024,42.2659,14.2225,0.147924
864,SVD (Implicit),FHD,0.451998,0.38656,41.0161,14.2052,0.147716
865,SVD (Implicit),FHD,0.452998,0.386112,42.9894,14.1878,0.147505
865,SVD (Implicit),FHD,0.453998,0.385984,40.4768,14.1705,0.147295
865,SVD (Implicit),FHD,0.454998,0.387072,43.6692,14.1532,0.147092
865,SVD (Implicit),FHD,0.455998,0.384928,39.7339,14.1359,0.146882
866,SVD (Implicit),FHD,0.456998,0.384928,40.5846,14.1185,0.146677
866,SVD (Implicit),FHD,0.457998,0.386656,41.5992,14.1015,0.146477
866,SVD (Implicit),FHD,0.458998,0.38656,39.4725,14.0844,0.146273
866,SVD (Implicit),FHD,0.459998,0.390464,40.8992,14.0672,0.14607
867,SVD (Implicit),FHD,0.460998,0.384448,42.1363,14.0502,0.145875
867,SVD (Implicit),FHD,0.461998,0.385024,40.9259,14.0332,0.145677
867,SVD (Implicit),FHD,0.462998,0.385056,40.4699,14.0162,0.145466
867,SVD (Implicit),FHD,0.463998,0.383488,41.516,13.9991,0.145262
868,SVD (Implicit),FHD,0.464998,0.38656,40.3289,13.9822,0.145055
868,SVD (Implicit),FHD,0.465998,0.385152,40.4969,13.9654,0.144854
868,SVD (Implicit),FHD,0.466998,0.396,43.6854,13.9485,0.144649
868,SVD (Implicit),FHD,0.467998,0.387424,42.2455,13.9316,0.144454
869,SVD (Implicit),FHD,0.468998,0.386016,41.2211,13.9149,0.14426
869,SVD (Implicit),FHD,0.469997,0.38448,42.2441,13.8982,0.14407
869,SVD (Implicit),FHD,0.470997,0.38736,39.6521,13.8816,0.143857
869,SVD (Implicit),FHD,0.471997,0.38656,39.232,13.8648,0.14366
870,SVD (Implicit),FHD,0.472997,0.389568,41.122,13.8481,0.14346
870,SVD (Implicit),FHD,0.473997,0.38544,40.6177,13.8316,0.143271
870,SVD (Implicit),FHD,0.474997,0.391168,40.2474,13.8151,0.143082
870,SVD (Implicit),FHD,0.475997,0.382976,42.4678,13.7985,0.142887
871,SVD (Implicit),FHD,0.476997,0.38912,40.9747,13.782,0.1427
871,SVD (Implicit),FHD,0.477997,0.386624,45.2699,13.7656,0.1425
871,SVD (Implicit),FHD,0.478997,0.388384,45.8796,13.7491,0.142297
871,SVD (Implicit),FHD,0.479997,0.386368,41.0459,13.7327,0.142102
872,SVD (Implicit),FHD,0.480997,0.388288,41.4178,13.7164,0.141915
872,SVD (Implicit),FHD,0.481997,0.386752,40.3591,13.7001,0.141722
872,SVD (Implicit),FHD,0.482997,0.384288,41.2392,13.6838,0.141529
872,SVD (Implicit),FHD,0.483997,0.385024,43.9489,13.6675,0.141333
873,SVD (Implicit),FHD,0.484997,0.3848,42.2136,13.6514,0.141144
873,SVD (Implicit),FHD,0.485997,0.386912,42.1824,13.6352,0.140951
873,SVD (Implicit),FHD,0.486997,0.38912,40.6673,13.6191,0.140765
873,SVD (Implicit),FHD,0.487997,0.385024,45.3314,13.6028,0.140578
874,SVD (Implicit),FHD,0.488997,0.385056,40.049,13.5869,0.140385
874,SVD (Implicit),FHD,0.489997,0.387328,41.5586,13.5709,0.140206
874,SVD (Implicit),FHD,0.490997,0.387072,38.8821,13.5549,0.140014
874,SVD (Implicit),FHD,0.491997,0.384832,38.8614,13.5389,0.139826
875,SVD (Implicit),FHD,0.492997,0.38736,45.8015,13.523,0.139633
875,SVD (Implicit),FHD,0.493997,0.385024,40.6387,13.507,0.139435
875,SVD (Implicit),FHD,0.494997,0.384096,40.6259,13.4914,0.139252
875,SVD (Implicit),FHD,0.495997,0.387072,41.5096,13.4753,0.139069
876,SVD (Implicit),FHD,0.496997,0.385152,40.1545,13.4595,0.138882
876,SVD (Implicit),FHD,0.497997,0.383072,41.1578,13.4436,0.138694
876,SVD (Implicit),FHD,0.498997,0.385152,41.4816,13.4281,0.138506
876,SVD (Implicit),FHD,0.499997,0.386624,42.2764,13.4124,0.138309
877,SVD (Implicit),FHD,0.500997,0.38496,40.0385,13.3968,0.138145
877,SVD (Implicit),FHD,0.501997,0.385024,42.0317,13.381,0.137966
877,SVD (Implicit),FHD,0.502997,0.386944,46.5105,13.3654,0.137777
877,SVD (Implicit),FHD,0.503997,0.386784,39.4199,13.3497,0.13759
878,SVD (Implicit),FHD,0.504997,0.38416,42.0248,13.3345,0.137407
878,SVD (Implicit),FHD,0.505997,0.387072,39.3936,13.319,0.137226
878,SVD (Implicit),FHD,0.506997,0.388352,40.7232,13.3032,0.137049
878,SVD (Implicit),FHD,0.507997,0.386976,41.8341,13.2878,0.136868
879,SVD (Implicit),FHD,0.508997,0.385024,40.7119,13.2726,0.136685
879,SVD (Implicit),FHD,0.509997,0.382976,41.9,13.2572,0.136506
879,SVD (Implicit),FHD,0.510997,0.388768,41.0314,13.2417,0.136321
879,SVD (Implicit),FHD,0.511997,0.383392,41.794,13.2264,0.136138
880,SVD (Implicit),FHD,0.512997,0.387648,39.6577,13.2112,0.135956
880,SVD (Implicit),FHD,0.513997,0.384864,42.7919,13.1959,0.13578
880,SVD (Implicit),FHD,0.514997,0.385568,40.7602,13.1806,0.135602
880,SVD (Implicit),FHD,0.515997,0.38496,40.3917,13.1655,0.135427
881,SVD (Implicit),FHD,0.516997,0.384512,42.2939,13.1503,0.135251
881,SVD (Implicit),FHD,0.517997,0.38448,39.2248,13.1352,0.135071
881,SVD (Implicit),FHD,0.518997,0.384032,39.8539,13.12,0.134881
881,SVD (Implicit),FHD,0.519997,0.385024,41.4018,13.1049,0.134704
882,SVD (Implicit),FHD,0.520997,0.385024,40.9538,13.0899,0.134523
882,SVD (Implicit),FHD,0.521997,0.384384,41.738,13.075,0.134349
882,SVD (Implicit),FHD,0.522997,0.383808,40.2508,13.0599,0.134177
882,SVD (Implicit),FHD,0.523997,0.385024,41.1817,13.0449,0.134006
883,SVD (Implicit),FHD,0.524997,0.383232,42.3336,13.03,0.133825
883,SVD (Implicit),FHD,0.525997,0.383552,44.6257,13.015,0.133644
883,SVD (Implicit),FHD,0.526997,0.387072,40.9676,13.0002,0.133469
883,SVD (Implicit),FHD,0.527997,0.382976,39.9402,12.9855,0.133296
884,SVD (Implicit),FHD,0.528997,0.385312,40.8276,12.9709,0.133119
884,SVD (Implicit),FHD,0.529997,0.386624,48.4178,12.9558,0.132946
884,SVD (Implicit),FHD,0.530997,0.385632,40.5372,12.9409,0.132773
884,SVD (Implicit),FHD,0.531997,0.384352,49.5318,12.9263,0.132597
885,SVD (Implicit),FHD,0.532997,0.38656,46.5786,12.9117,0.132422
885,SVD (Implicit),FHD,0.533997,0.39184,44.2708,12.897,0.132235
885,SVD (Implicit),FHD,0.534997,0.385024,47.7937,12.8822,0.132061
885,SVD (Implicit),FHD,0.535997,0.387104,41.0406,12.8676,0.13189
886,SVD (Implicit),FHD,0.536997,0.386144,43.0762,12.8531,0.131722
886,SVD (Implicit),FHD,0.537997,0.387168,48.8267,12.8386,0.13154
886,SVD (Implicit),FHD,0.538997,0.385152,48.8371,12.8239,0.131365
886,SVD (Implicit),FHD,0.539997,0.382976,44.1467,12.8094,0.131194
887,SVD (Implicit),FHD,0.540997,0.385024,46.1173,12.7951,0.131024
887,SVD (Implicit),FHD,0.541997,0.38912,44.0012,12.7806,0.130854
887,SVD (Implicit),FHD,0.542997,0.384672,50.3999,12.766,0.130681
887,SVD (Implicit),FHD,0.543997,0.385088,44.909,12.7518,0.130515
888,SVD (Implicit),FHD,0.544997,0.387072,43.439,12.7374,0.130343
888,SVD (Implicit),FHD,0.545997,0.38912,48.9665,12.7231,0.130177
888,SVD (Implicit),FHD,0.546997,0.382976,44.7363,12.7087,0.129998
888,SVD (Implicit),FHD,0.547997,0.385376,43.2433,12.6945,0.129821
889,SVD (Implicit),FHD,0.548997,0.384576,45.1095,12.6803,0.129655
889,SVD (Implicit),FHD,0.549996,0.385024,41.7233,12.666,0.12949
889,SVD (Implicit),FHD,0.550996,0.391552,42.8387,12.6517,0.129319
889,SVD (Implicit),FHD,0.551996,0.385024,41.5374,12.6376,0.129148
890,SVD (Implicit),FHD,0.552996,0.385024,43.5571,12.6234,0.128971
890,SVD (Implicit),FHD,0.553996,0.386048,40.2812,12.6094,0.128804
890,SVD (Implicit),FHD,0.554996,0.388832,41.273,12.5951,0.128633
890,SVD (Implicit),FHD,0.555996,0.386528,45.288,12.5811,0.12847
891,SVD (Implicit),FHD,0.556996,0.387072,40.9151,12.5669,0.128292
891,SVD (Implicit),FHD,0.557996,0.383456,39.3434,12.553,0.12813
891,SVD (Implicit),FHD,0.558996,0.385024,40.7867,12.539,0.127969
891,SVD (Implicit),FHD,0.559996,0.386848,42.5722,12.5252,0.127802
892,SVD (Implicit),FHD,0.560996,0.382976,42.7336,12.5111,0.127629
892,SVD (Implicit),FHD,0.561996,0.385024,39.7139,12.4972,0.127456
892,SVD (Implicit),FHD,0.562996,0.386752,40.8046,12.4833,0.127288
892,SVD (Implicit),FHD,0.563996,0.385024,41.6002,12.4696,0.127122
893,SVD (Implicit),FHD,0.564996,0.38912,51.3081,12.4556,0.126954
893,SVD (Implicit),FHD,0.565996,0.384064,46.7371,12.4418,0.126785
893,SVD (Implicit),FHD,0.566996,0.383968,45.1945,12.428,0.126626
893,SVD (Implicit),FHD,0.567996,0.387712,44.0488,12.4143,0.126449
894,SVD (Implicit),FHD,0.568996,0.387424,44.1482,12.4005,0.126285
894,SVD (Implicit),FHD,0.569996,0.386624,41.2357,12.3867,0.126121
894,SVD (Implicit),FHD,0.570996,0.387968,45.4859,12.3731,0.125953
894,SVD (Implicit),FHD,0.571996,0.38368,43.8705,12.3594,0.12579
895,SVD (Implicit),FHD,0.572996,0.385632,43.1641,12.3458,0.125612
895,SVD (Implicit),FHD,0.573996,0.386976,46.0457,12.3321,0.125449
895,SVD (Implicit),FHD,0.574996,0.384384,45.5157,12.3185,0.125283
895,SVD (Implicit),FHD,0.575996,0.398464,46.17,12.3051,0.125141
896,SVD (Implicit),FHD,0.576996,0.386368,42.1082,12.2913,0.124959
896,SVD (Implicit),FHD,0.577996,0.386848,42.4644,12.2779,0.124796
896,SVD (Implicit),FHD,0.578996,0.382656,45.7185,12.2644,0.124622
896,SVD (Implicit),FHD,0.579996,0.382976,44.4875,12.251,0.12446
897,SVD (Implicit),FHD,0.580996,0.38624,42.9334,12.2375,0.1243
897,SVD (Implicit),FHD,0.581996,0.386944,43.942,12.2239,0.124134
897,SVD (Implicit),FHD,0.582996,0.387072,46.2676,12.2107,0.123966
897,SVD (Implicit),FHD,0.583996,0.386688,41.245,12.1972,0.123809
898,SVD (Implicit),FHD,0.584996,0.385024,42.9706,12.1839,0.123646
898,SVD (Implicit),FHD,0.585996,0.38496,39.399,12.1705,0.123478
898,SVD (Implicit),FHD,0.586996,0.383552,40.4112,12.1573,0.123315
898,SVD (Implicit),FHD,0.587996,0.388096,42.6575,12.1443,0.123158
899,SVD (Implicit),FHD,0.588996,0.385792,39.9663,12.1309,0.122985
899,SVD (Implicit),FHD,0.589996,0.38608,38.5999,12.1174,0.122821
899,SVD (Implicit),FHD,0.590996,0.38896,42.1522,12.1042,0.122656
899,SVD (Implicit),FHD,0.591996,0.385984,42.7791,12.0911,0.122499
900,SVD (Implicit),FHD,0.592996,0.3848,43.5854,12.0778,0.122332
900,SVD (Implicit),FHD,0.593996,0.384448,47.2007,12.0646,0.122172
900,SVD (Implicit),FHD,0.594996,0.387072,45.1985,12.0516,0.122009
900,SVD (Implicit),FHD,0.595996,0.38912,42.6135,12.0385,0.121845
901,SVD (Implicit),FHD,0.596996,0.385184,47.1744,12.0253,0.121682
901,SVD (Implicit),FHD,0.597996,0.387072,43.6329,12.0122,0.121517
901,SVD (Implicit),FHD,0.598996,0.384128,43.2613,11.9993,0.121356
901,SVD (Implicit),FHD,0.599996,0.386496,42.9194,11.9863,0.121195
902,SVD (Implicit),FHD,0.600996,0.383104,44.5921,11.9732,0.121023
902,SVD (Implicit),FHD,0.601996,0.387072,43.6901,11.9603,0.120865
902,SVD (Implicit),FHD,0.602996,0.385024,44.7881,11.9473,0.120705
902,SVD (Implicit),FHD,0.603996,0.387072,44.2442,11.9345,0.120549
903,SVD (Implicit),FHD,0.604996,0.382784,45.9711,11.9215,0.120383
903,SVD (Implicit),FHD,0.605996,0.387072,43.4159,11.9085,0.120217
903,SVD (Implicit),FHD,0.606996,0.381792,40.3355,11.8958,0.120059
903,SVD (Implicit),FHD,0.607996,0.3856,45.8215,11.8829,0.119891
904,SVD (Implicit),FHD,0.608996,0.382976,45.8025,11.8701,0.119735
904,SVD (Implicit),FHD,0.609996,0.381952,45.4971,11.8572,0.119584
904,SVD (Implicit),FHD,0.610996,0.387328,47.2206,11.8446,0.119413
904,SVD (Implicit),FHD,0.611996,0.38576,40.3927,11.8318,0.119254
905,SVD (Implicit),FHD,0.612996,0.947936,46.0997,11.8189,0.119093
905,SVD (Implicit),FHD,0.613996,0.386336,42.9351,11.8063,0.118933
905,SVD (Implicit),FHD,0.614996,0.387008,44.0288,11.7938,0.118771
905,SVD (Implicit),FHD,0.615996,0.385472,47.116,11.781,0.118614
906,SVD (Implicit),FHD,0.616996,0.38496,41.4416,11.7683,0.118449
906,SVD (Implicit),FHD,0.617996,0.386848,42.9293,11.7557,0.118286
906,SVD (Implicit),FHD,0.618996,0.385504,42.7934,11.7431,0.11813
906,SVD (Implicit),FHD,0.619996,0.384672,46.3143,11.7305,0.117976
907,SVD (Implicit),FHD,0.620996,0.387168,43.1734,11.7178,0.117814
907,SVD (Implicit),FHD,0.621996,0.387456,43.9211,11.7053,0.117651
907,SVD (Implicit),FHD,0.622996,0.385088,41.6519,11.6929,0.117493
907,SVD (Implicit),FHD,0.623996,0.385984,41.2354,11.6804,0.117326
908,SVD (Implicit),FHD,0.624996,0.385024,40.0085,11.6679,0.117168
908,SVD (Implicit),FHD,0.625996,0.385184,42.4259,11.6554,0.117014
908,SVD (Implicit),FHD,0.626996,0.38736,42.3619,11.643,0.116853
908,SVD (Implicit),FHD,0.627995,0.385056,45.1206,11.6306,0.116689
909,SVD (Implicit),FHD,0.628995,0.385376,42.9881,11.6181,0.116533
909,SVD (Implicit),FHD,0.629995,0.388256,48.1368,11.6057,0.116377
909,SVD (Implicit),FHD,0.630995,0.386176,45.7414,11.5934,0.11621
909,SVD (Implicit),FHD,0.631995,0.382112,46.4045,11.5811,0.116063
910,SVD (Implicit),FHD,0.632995,0.387296,41.9455,11.5686,0.115894
910,SVD (Implicit),FHD,0.633995,0.386464,43.7774,11.5565,0.115738
910,SVD (Implicit),FHD,0.634995,0.385696,44.9095,11.5442,0.115571
910,SVD (Implicit),FHD,0.635995,0.385024,41.6139,11.5319,0.115416
911,SVD (Implicit),FHD,0.636995,0.386464,42.5132,11.5196,0.115254
911,SVD (Implicit),FHD,0.637995,0.380928,43.8957,11.5074,0.115098
911,SVD (Implicit),FHD,0.638995,0.38912,49.9252,11.4953,0.114938
911,SVD (Implicit),FHD,0.639995,0.387168,54.1742,11.483,0.11479
912,SVD (Implicit),FHD,0.640995,0.382624,48.1088,11.4708,0.11462
912,SVD (Implicit),FHD,0.641995,0.382976,46.4446,11.4587,0.114458
912,SVD (Implicit),FHD,0.642995,0.387488,47.1969,11.4467,0.114305
912,SVD (Implicit),FHD,0.643995,0.397696,47.3104,11.4345,0.114148
913,SVD (Implicit),FHD,0.644995,0.382976,51.3095,11.4223,0.113987
913,SVD (Implicit),FHD,0.645995,0.38544,48.9547,11.4104,0.113833
913,SVD (Implicit),FHD,0.646995,0.388768,45.4095,11.399,0.113683
913,SVD (Implicit),FHD,0.647995,0.387616,42.1664,11.3863,0.113499
914,SVD (Implicit),FHD,0.648995,0.385248,41.4564,11.3742,0.113338
914,SVD (Implicit),FHD,0.649995,0.387072,46.6301,11.3623,0.113182
914,SVD (Implicit),FHD,0.650995,0.38544,45.7013,11.3503,0.113026
914,SVD (Implicit),FHD,0.651995,0.387168,64.7203,11.3383,0.112871
915,SVD (Implicit),FHD,0.652995,0.385792,48.1923,11.3263,0.11272
915,SVD (Implicit),FHD,0.653995,0.39856,46.8955,11.3145,0.11257
915,SVD (Implicit),FHD,0.654995,0.385024,43.1383,11.3027,0.112411
915,SVD (Implicit),FHD,0.655995,0.383744,41.2604,11.2907,0.112251
916,SVD (Implicit),FHD,0.656995,0.385024,39.9536,11.2788,0.112091
916,SVD (Implicit),FHD,0.657995,0.383072,40.828,11.267,0.11193
916,SVD (Implicit),FHD,0.658995,0.38496,54.2418,11.2552,0.111773
916,SVD (Implicit),FHD,0.659995,0.385408,51.8396,11.2433,0.111617
917,SVD (Implicit),FHD,0.660995,0.384736,40.7267,11.2315,0.111461
917,SVD (Implicit),FHD,0.661995,0.387168,44.275,11.2198,0.111311
917,SVD (Implicit),FHD,0.662995,0.386592,43.7823,11.2081,0.111138
917,SVD (Implicit),FHD,0.663995,0.385024,41.656,11.1962,0.110984
918,SVD (Implicit),FHD,0.664995,0.384384,41.4924,11.1846,0.110825
918,SVD (Implicit),FHD,0.665995,0.385856,40.8962,11.173,0.11067
918,SVD (Implicit),FHD,0.666995,0.38624,41.2766,11.1613,0.110522
918,SVD (Implicit),FHD,0.667995,0.38528,40.0946,11.1495,0.110351
919,SVD (Implicit),FHD,0.668995,0.385728,41.2468,11.1378,0.110197
919,SVD (Implicit),FHD,0.669995,0.387136,42.8205,11.1263,0.110045
919,SVD (Implicit),FHD,0.670995,0.385024,40.655,11.1147,0.10989
919,SVD (Implicit),FHD,0.671995,0.38976,46.3877,11.103,0.109729
920,SVD (Implicit),FHD,0.672995,0.385024,43.0486,11.0914,0.109573
920,SVD (Implicit),FHD,0.673995,0.383968,43.1282,11.08,0.109421
920,SVD (Implicit),FHD,0.674995,0.386784,42.0944,11.0685,0.109267
920,SVD (Implicit),FHD,0.675995,0.387072,41.2071,11.0568,0.109108
921,SVD (Implicit),FHD,0.676995,0.38736,42.386,11.0454,0.108949
921,SVD (Implicit),FHD,0.677995,0.387328,41.5038,11.034,0.108793
921,SVD (Implicit),FHD,0.678995,0.385024,42.2813,11.0224,0.108637
921,SVD (Implicit),FHD,0.679995,0.385472,42.5115,11.011,0.10848
922,SVD (Implicit),FHD,0.680995,0.384,41.9248,10.9996,0.108322
922,SVD (Implicit),FHD,0.681995,0.3952,42.2089,10.9882,0.108168
922,SVD (Implicit),FHD,0.682995,0.385856,41.8541,10.9767,0.108009
922,SVD (Implicit),FHD,0.683995,0.384384,41.7732,10.9653,0.107851
923,SVD (Implicit),FHD,0.684995,0.385024,40.5823,10.9541,0.107696
923,SVD (Implicit),FHD,0.685995,0.38656,42.1676,10.9427,0.107544
923,SVD (Implicit),FHD,0.686995,0.383008,43.1214,10.9313,0.107388
923,SVD (Implicit),FHD,0.687995,0.386112,39.4548,10.9198,0.107233
924,SVD (Implicit),FHD,0.688995,0.384288,39.1392,10.9087,0.107075
924,SVD (Implicit),FHD,0.689995,0.382144,40.9948,10.8975,0.106917
924,SVD (Implicit),FHD,0.690995,0.386464,41.6616,10.8861,0.106761
924,SVD (Implicit),FHD,0.691995,0.385664,41.6337,10.8747,0.106603
925,SVD (Implicit),FHD,0.692995,0.385088,41.0422,10.8638,0.10645
925,SVD (Implicit),FHD,0.693995,0.386784,40.712,10.8524,0.106293
925,SVD (Implicit),FHD,0.694995,0.38912,43.5504,10.8413,0.106141
925,SVD (Implicit),FHD,0.695995,0.387072,40.7842,10.83,0.105984
926,SVD (Implicit),FHD,0.696995,0.38592,41.7476,10.8189,0.105837
926,SVD (Implicit),FHD,0.697995,0.386272,40.853,10.8078,0.105673
926,SVD (Implicit),FHD,0.698995,0.38688,43.0584,10.7965,0.105523
926,SVD (Implicit),FHD,0.699995,0.387072,41.8795,10.7854,0.105362
927,SVD (Implicit),FHD,0.700995,0.388416,40.8147,10.7743,0.10521
927,SVD (Implicit),FHD,0.701995,0.3864,40.0165,10.7632,0.105054
927,SVD (Implicit),FHD,0.702995,0.384992,41.3731,10.7522,0.104896
927,SVD (Implicit),FHD,0.703995,0.38656,42.0933,10.7411,0.104739
928,SVD (Implicit),FHD,0.704994,0.386304,41.2877,10.7301,0.10458
928,SVD (Implicit),FHD,0.705994,0.386176,42.3345,10.7191,0.104433
928,SVD (Implicit),FHD,0.706994,0.382912,46.6372,10.708,0.10427
928,SVD (Implicit),FHD,0.707994,0.389024,40.7798,10.697,0.104121
929,SVD (Implicit),FHD,0.708994,0.3832,39.1737,10.6861,0.103962
929,SVD (Implicit),FHD,0.709994,0.385024,39.5151,10.6751,0.103808
929,SVD (Implicit),FHD,0.710994,0.38544,39.804,10.6641,0.10365
929,SVD (Implicit),FHD,0.711994,0.394048,43.0754,10.6532,0.103491
930,SVD (Implicit),FHD,0.712994,0.384928,42.6496,10.6424,0.103341
930,SVD (Implicit),FHD,0.713994,0.385024,40.7822,10.6314,0.103184
930,SVD (Implicit),FHD,0.714994,0.38688,41.3409,10.6205,0.103029
