Iteration,Algorithm,Resolution,ALPHA,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
89,DCT (Legacy),FHD,0.354999,1.05824,157.574,12.6212,0.0506581
90,DCT (Legacy),FHD,0.355999,1.06301,158.861,12.6153,0.0505752
90,DCT (Legacy),FHD,0.356999,1.05472,157.378,12.6097,0.0504956
90,DCT (Legacy),FHD,0.357999,1.06422,161.339,12.6038,0.0504133
90,DCT (Legacy),FHD,0.358999,1.06419,156.065,12.5983,0.0503278
91,DCT (Legacy),FHD,0.359999,1.05629,161.164,12.5927,0.0502464
91,DCT (Legacy),FHD,0.360999,1.06467,157.265,12.587,0.0501681
91,DCT (Legacy),FHD,0.361999,1.05267,164.231,12.5814,0.0500878
91,DCT (Legacy),FHD,0.362999,1.0647,157.781,12.5759,0.0500099
92,DCT (Legacy),FHD,0.363999,1.06496,160.766,12.5703,0.0499354
92,DCT (Legacy),FHD,0.364999,1.06301,158.379,12.5648,0.0498588
92,DCT (Legacy),FHD,0.365999,1.07565,160.959,12.5594,0.049782
92,DCT (Legacy),FHD,0.366999,1.06464,159.338,12.5539,0.0497066
93,DCT (Legacy),FHD,0.367999,1.05267,163.432,12.5486,0.0496335
93,DCT (Legacy),FHD,0.368999,1.06074,161.44,12.5431,0.0495601
93,DCT (Legacy),FHD,0.369999,1.06438,154.579,12.5378,0.0494863
93,DCT (Legacy),FHD,0.370999,1.06326,162.633,12.5325,0.0494125
94,DCT (Legacy),FHD,0.371999,1.87392,162.841,12.5271,0.0493379
94,DCT (Legacy),FHD,0.372999,1.05754,155.91,12.5218,0.0492631
94,DCT (Legacy),FHD,0.373999,1.08045,166.572,12.5166,0.0491915
94,DCT (Legacy),FHD,0.374999,1.0649,163.333,12.5113,0.049121
95,DCT (Legacy),FHD,0.375999,1.0632,160.794,12.506,0.0490486
95,DCT (Legacy),FHD,0.376999,1.06298,163.15,12.5006,0.0489805
95,DCT (Legacy),FHD,0.377999,1.06269,165.646,12.4956,0.0489092
95,DCT (Legacy),FHD,0.378999,1.54835,163.989,12.4905,0.048839
96,DCT (Legacy),FHD,0.379999,1.05267,166.218,12.4853,0.0487719
96,DCT (Legacy),FHD,0.380999,1.05472,172.987,12.4803,0.048705
96,DCT (Legacy),FHD,0.381999,1.06358,173.062,12.4751,0.048638
96,DCT (Legacy),FHD,0.382999,1.06317,164.269,12.4701,0.0485707
97,DCT (Legacy),FHD,0.383999,1.65683,167.312,12.465,0.0485035
97,DCT (Legacy),FHD,0.384999,1.06323,169.288,12.46,0.0484363
97,DCT (Legacy),FHD,0.385999,1.06483,221.663,12.4551,0.0483693
97,DCT (Legacy),FHD,0.386999,1.05472,168.594,12.4499,0.0483063
98,DCT (Legacy),FHD,0.387999,1.06291,179.204,12.4451,0.0482408
98,DCT (Legacy),FHD,0.388999,1.07315,301.372,12.4402,0.0481753
98,DCT (Legacy),FHD,0.389999,2.46275,179.854,12.4352,0.0481133
98,DCT (Legacy),FHD,0.390999,1.06291,190.588,12.4304,0.0480488
99,DCT (Legacy),FHD,0.391998,1.06483,170.252,12.4256,0.047985
99,DCT (Legacy),FHD,0.392998,1.06602,164.663,12.4208,0.0479229
99,DCT (Legacy),FHD,0.393998,1.06448,174.221,12.4158,0.0478612
99,DCT (Legacy),FHD,0.394998,1.08544,169.704,12.4108,0.0478
100,DCT (Legacy),FHD,0.395998,1.06349,162.69,12.4062,0.0477369
100,DCT (Legacy),FHD,0.396998,1.07728,180.889,12.4014,0.0476765
100,DCT (Legacy),FHD,0.397998,1.06323,169.791,12.3966,0.0476155
100,DCT (Legacy),FHD,0.398998,1.06442,166.599,12.392,0.0475544
101,DCT (Legacy),FHD,0.399998,1.06496,163.52,12.3873,0.0474943
101,DCT (Legacy),FHD,0.400998,1.0647,167.718,12.3826,0.0474366
101,DCT (Legacy),FHD,0.401998,1.06496,167.564,12.3779,0.0473784
101,DCT (Legacy),FHD,0.402998,1.0537,169.246,12.3732,0.0473214
102,DCT (Legacy),FHD,0.403998,1.05683,186.344,12.3687,0.0472641
102,DCT (Legacy),FHD,0.404998,1.06086,163.944,12.364,0.0472068
102,DCT (Legacy),FHD,0.405998,1.05504,162.893,12.3593,0.0471505
102,DCT (Legacy),FHD,0.406998,1.05859,168.137,12.3548,0.0470921
103,DCT (Legacy),FHD,0.407998,1.05606,171.808,12.3502,0.0470329
103,DCT (Legacy),FHD,0.408998,1.06131,163.717,12.3457,0.0469771
103,DCT (Legacy),FHD,0.409998,1.06637,177.858,12.3411,0.0469225
103,DCT (Legacy),FHD,0.410998,1.06285,163.272,12.3367,0.046869
104,DCT (Legacy),FHD,0.411998,1.07299,164.332,12.3322,0.0468144
104,DCT (Legacy),FHD,0.412998,1.05619,181.566,12.3276,0.0467597
104,DCT (Legacy),FHD,0.413998,1.0633,165.497,12.3232,0.0467057
104,DCT (Legacy),FHD,0.414998,1.06387,169.402,12.3188,0.0466541
105,DCT (Legacy),FHD,0.415998,1.06339,165.559,12.3143,0.0466043
105,DCT (Legacy),FHD,0.416998,1.05677,168.599,12.3099,0.04655
105,DCT (Legacy),FHD,0.417998,1.06435,173.032,12.3056,0.0464983
105,DCT (Legacy),FHD,0.418998,1.06342,167.379,12.3013,0.0464457
106,DCT (Legacy),FHD,0.419998,1.07354,166.773,12.2969,0.0463936
106,DCT (Legacy),FHD,0.420998,1.05472,166.092,12.2925,0.0463415
106,DCT (Legacy),FHD,0.421998,1.08934,170.852,12.2882,0.0462899
106,DCT (Legacy),FHD,0.422998,1.62611,162.821,12.2838,0.0462368
107,DCT (Legacy),FHD,0.423998,1.05683,162.224,12.2796,0.0461839
107,DCT (Legacy),FHD,0.424998,1.06454,168.389,12.2752,0.0461347
107,DCT (Legacy),FHD,0.425998,1.05654,166.796,12.271,0.0460861
107,DCT (Legacy),FHD,0.426998,1.0623,170.431,12.2668,0.0460368
108,DCT (Legacy),FHD,0.427998,1.05267,165.834,12.2626,0.0459853
108,DCT (Legacy),FHD,0.428998,1.06291,169.025,12.2584,0.0459377
108,DCT (Legacy),FHD,0.429998,1.0648,167.037,12.2543,0.0458867
108,DCT (Legacy),FHD,0.430998,1.0585,172.312,12.25,0.0458417
109,DCT (Legacy),FHD,0.431998,1.06291,168.339,12.2459,0.0457937
109,DCT (Legacy),FHD,0.432998,1.06272,166.776,12.2417,0.0457485
109,DCT (Legacy),FHD,0.433998,2.1025,170.204,12.2376,0.0456998
109,DCT (Legacy),FHD,0.434998,1.0632,167.579,12.2334,0.0456554
110,DCT (Legacy),FHD,0.435998,1.06339,165.541,12.2293,0.0456099
110,DCT (Legacy),FHD,0.436998,1.06294,162.012,12.2254,0.0455646
110,DCT (Legacy),FHD,0.437998,1.06429,169.487,12.2212,0.0455231
110,DCT (Legacy),FHD,0.438998,1.06048,179.774,12.2171,0.045478
111,DCT (Legacy),FHD,0.439998,1.05904,168.284,12.2131,0.0454312
111,DCT (Legacy),FHD,0.440998,1.66045,167.755,12.2091,0.0453845
111,DCT (Legacy),FHD,0.441998,1.06275,161.994,12.2051,0.0453423
111,DCT (Legacy),FHD,0.442998,1.06269,163.503,12.201,0.0452943
112,DCT (Legacy),FHD,0.443998,1.06938,165.691,12.197,0.0452514
112,DCT (Legacy),FHD,0.444998,1.53606,165.942,12.1931,0.0452069
112,DCT (Legacy),FHD,0.445998,1.06432,169.105,12.1891,0.045162
112,DCT (Legacy),FHD,0.446998,1.07738,163.361,12.1851,0.0451201
113,DCT (Legacy),FHD,0.447998,1.06442,163.54,12.1813,0.0450767
113,DCT (Legacy),FHD,0.448998,1.05677,172.184,12.1772,0.0450312
113,DCT (Legacy),FHD,0.449998,1.07734,166.64,12.1734,0.0449885
113,DCT (Legacy),FHD,0.450998,1.06426,165.93,12.1694,0.0449505
114,DCT (Legacy),FHD,0.451998,1.0752,163.834,12.1656,0.044908
114,DCT (Legacy),FHD,0.452998,1.06387,165.99,12.1618,0.0448659
114,DCT (Legacy),FHD,0.453998,1.06352,165.815,12.1579,0.0448271
114,DCT (Legacy),FHD,0.454998,1.06442,162.53,12.1541,0.0447871
115,DCT (Legacy),FHD,0.455998,1.06362,173.603,12.1502,0.0447494
115,DCT (Legacy),FHD,0.456998,1.06304,164.877,12.1464,0.0447066
115,DCT (Legacy),FHD,0.457998,1.06358,165.61,12.1426,0.0446665
115,DCT (Legacy),FHD,0.458998,1.06291,164.147,12.1388,0.0446298
116,DCT (Legacy),FHD,0.459998,1.09363,165.732,12.1351,0.0445899
116,DCT (Legacy),FHD,0.460998,1.06413,165.244,12.1312,0.0445531
116,DCT (Legacy),FHD,0.461998,1.064,165.737,12.1274,0.0445158
116,DCT (Legacy),FHD,0.462998,1.05859,172.322,12.1239,0.0444739
117,DCT (Legacy),FHD,0.463998,1.0647,169.25,12.1201,0.044439
117,DCT (Legacy),FHD,0.464998,1.06291,169.298,12.1163,0.0443981
117,DCT (Legacy),FHD,0.465998,1.06477,163.534,12.1126,0.0443607
117,DCT (Legacy),FHD,0.466998,1.06291,162.83,12.1089,0.0443228
118,DCT (Legacy),FHD,0.467998,1.05533,171.709,12.1052,0.0442864
118,DCT (Legacy),FHD,0.468998,1.06323,165.429,12.1015,0.0442478
118,DCT (Legacy),FHD,0.469997,1.06291,171.201,12.098,0.0442099
118,DCT (Legacy),FHD,0.470997,1.06454,162.68,12.0943,0.0441714
119,DCT (Legacy),FHD,0.471997,1.0641,171.133,12.0907,0.0441316
119,DCT (Legacy),FHD,0.472997,1.06291,172.102,12.087,0.0440952
119,DCT (Legacy),FHD,0.473997,1.0649,169.09,12.0834,0.0440568
119,DCT (Legacy),FHD,0.474997,1.06291,168.459,12.0797,0.0440218
120,DCT (Legacy),FHD,0.475997,1.06307,160.571,12.0762,0.043984
120,DCT (Legacy),FHD,0.476997,1.06291,162.009,12.0726,0.0439507
120,DCT (Legacy),FHD,0.477997,1.1143,170.222,12.0692,0.0439141
120,DCT (Legacy),FHD,0.478997,1.06355,162.377,12.0655,0.0438817
121,DCT (Legacy),FHD,0.479997,1.06237,157.681,12.0618,0.0438481
121,DCT (Legacy),FHD,0.480997,1.06333,157.522,12.0584,0.043812
121,DCT (Legacy),FHD,0.481997,1.05693,161.301,12.055,0.043777
121,DCT (Legacy),FHD,0.482997,1.05677,157.825,12.0514,0.0437416
122,DCT (Legacy),FHD,0.483997,1.06336,159.641,12.0479,0.0437092
122,DCT (Legacy),FHD,0.484997,1.53008,171.279,12.0443,0.0436772
122,DCT (Legacy),FHD,0.485997,1.05882,159.357,12.041,0.0436416
122,DCT (Legacy),FHD,0.486997,1.88826,161.101,12.0374,0.0436093
123,DCT (Legacy),FHD,0.487997,1.05514,177.025,12.0339,0.0435764
123,DCT (Legacy),FHD,0.488997,1.05786,161.588,12.0306,0.043541
123,DCT (Legacy),FHD,0.489997,1.06291,183.23,12.0272,0.0435101
123,DCT (Legacy),FHD,0.490997,1.06464,167.88,12.0236,0.0434791
124,DCT (Legacy),FHD,0.491997,1.07181,159.514,12.0202,0.0434449
124,DCT (Legacy),FHD,0.492997,1.06381,158.052,12.0168,0.0434165
124,DCT (Legacy),FHD,0.493997,1.0631,160.18,12.0135,0.0433817
124,DCT (Legacy),FHD,0.494997,1.06269,164.378,12.01,0.0433505
125,DCT (Legacy),FHD,0.495997,1.0584,163.742,12.0068,0.04332
125,DCT (Legacy),FHD,0.496997,1.0641,161.46,12.0033,0.043289
125,DCT (Legacy),FHD,0.497997,1.05798,161.451,11.9999,0.0432581
125,DCT (Legacy),FHD,0.498997,1.06291,170.773,11.9967,0.0432268
126,DCT (Legacy),FHD,0.499997,1.06842,165.089,11.9934,0.0431994
126,DCT (Legacy),FHD,0.500997,1.07709,157.6,11.99,0.0431653
126,DCT (Legacy),FHD,0.501997,1.06486,160.961,11.9867,0.0431346
126,DCT (Legacy),FHD,0.502997,1.05856,162,11.9833,0.0431049
127,DCT (Legacy),FHD,0.503997,1.06262,155.854,11.9801,0.0430731
127,DCT (Legacy),FHD,0.504997,1.0711,160.511,11.9768,0.0430423
127,DCT (Legacy),FHD,0.505997,1.06496,157.058,11.9734,0.0430128
127,DCT (Legacy),FHD,0.506997,1.06282,158.617,11.9702,0.042982
128,DCT (Legacy),FHD,0.507997,1.05523,157.551,11.967,0.0429533
128,DCT (Legacy),FHD,0.508997,1.0648,167.43,11.9637,0.0429261
128,DCT (Legacy),FHD,0.509997,1.06272,157.307,11.9605,0.0428966
128,DCT (Legacy),FHD,0.510997,1.06381,159.999,11.9572,0.0428698
129,DCT (Legacy),FHD,0.511997,1.06458,160.801,11.9541,0.0428394
129,DCT (Legacy),FHD,0.512997,1.06326,159.733,11.9508,0.0428141
129,DCT (Legacy),FHD,0.513997,1.06429,161.952,11.9476,0.0427856
129,DCT (Legacy),FHD,0.514997,1.06291,156.938,11.9445,0.0427582
130,DCT (Legacy),FHD,0.515997,1.06899,158.966,11.9412,0.0427311
130,DCT (Legacy),FHD,0.516997,1.06323,164.377,11.9381,0.0427037
130,DCT (Legacy),FHD,0.517997,1.06378,168.97,11.9349,0.0426756
130,DCT (Legacy),FHD,0.518997,1.06291,162.106,11.9318,0.0426511
131,DCT (Legacy),FHD,0.519997,1.06307,160.416,11.9287,0.0426229
131,DCT (Legacy),FHD,0.520997,2.43302,160.318,11.9254,0.0425947
131,DCT (Legacy),FHD,0.521997,1.0585,158.822,11.9224,0.0425704
131,DCT (Legacy),FHD,0.522997,1.0551,158.242,11.9193,0.0425426
132,DCT (Legacy),FHD,0.523997,1.06461,159.385,11.9161,0.0425184
132,DCT (Legacy),FHD,0.524997,1.06307,160.63,11.913,0.0424932
132,DCT (Legacy),FHD,0.525997,1.06467,165.741,11.9099,0.0424671
132,DCT (Legacy),FHD,0.526997,1.06294,158.544,11.9068,0.0424387
133,DCT (Legacy),FHD,0.527997,1.06349,163.917,11.9037,0.042411
133,DCT (Legacy),FHD,0.528997,1.05882,163.952,11.9005,0.0423882
133,DCT (Legacy),FHD,0.529997,1.06291,158.691,11.8978,0.042358
133,DCT (Legacy),FHD,0.530997,1.09114,157.972,11.8945,0.0423334
134,DCT (Legacy),FHD,0.531997,1.05507,160.469,11.8915,0.0423085
134,DCT (Legacy),FHD,0.532997,1.06208,156.84,11.8883,0.042283
134,DCT (Legacy),FHD,0.533997,1.06419,163.08,11.8854,0.0422569
134,DCT (Legacy),FHD,0.534997,1.06448,156.485,11.8824,0.0422334
135,DCT (Legacy),FHD,0.535997,1.05837,157.717,11.8793,0.0422087
135,DCT (Legacy),FHD,0.536997,2.11354,160.647,11.8764,0.0421855
135,DCT (Legacy),FHD,0.537997,1.06291,159.764,11.8734,0.0421594
135,DCT (Legacy),FHD,0.538997,1.0624,159.254,11.8704,0.0421365
136,DCT (Legacy),FHD,0.539997,1.05453,158.867,11.8673,0.0421137
136,DCT (Legacy),FHD,0.540997,1.0641,163.869,11.8645,0.0420887
136,DCT (Legacy),FHD,0.541997,1.06288,157.952,11.8615,0.0420688
136,DCT (Legacy),FHD,0.542997,1.05472,159.592,11.8585,0.0420449
137,DCT (Legacy),FHD,0.543997,1.06349,158.961,11.8556,0.0420223
137,DCT (Legacy),FHD,0.544997,1.05882,161.211,11.8527,0.0419996
137,DCT (Legacy),FHD,0.545997,1.06365,158.659,11.8497,0.0419769
137,DCT (Legacy),FHD,0.546997,1.0751,157.377,11.8466,0.0419538
138,DCT (Legacy),FHD,0.547997,1.06285,161.402,11.844,0.0419331
138,DCT (Legacy),FHD,0.548997,1.90851,159.855,11.8409,0.0419117
138,DCT (Legacy),FHD,0.549996,1.05472,159.94,11.838,0.041889
138,DCT (Legacy),FHD,0.550996,1.05792,164.516,11.835,0.0418663
139,DCT (Legacy),FHD,0.551996,1.05843,156.441,11.8322,0.0418436
139,DCT (Legacy),FHD,0.552996,2.11754,157.374,11.8294,0.0418196
139,DCT (Legacy),FHD,0.553996,1.59331,164.826,11.8265,0.0418018
139,DCT (Legacy),FHD,0.554996,1.08432,163.549,11.8235,0.0417813
140,DCT (Legacy),FHD,0.555996,1.08595,170.446,11.8207,0.0417561
140,DCT (Legacy),FHD,0.556996,1.06291,161.231,11.8178,0.0417339
140,DCT (Legacy),FHD,0.557996,1.06314,158.507,11.8149,0.0417119
140,DCT (Legacy),FHD,0.558996,1.6432,162.14,11.812,0.0416897
141,DCT (Legacy),FHD,0.559996,1.08589,175.036,11.8092,0.0416689
141,DCT (Legacy),FHD,0.560996,1.06413,155.359,11.8065,0.0416473
141,DCT (Legacy),FHD,0.561996,1.06314,183.81,11.8035,0.0416252
141,DCT (Legacy),FHD,0.562996,1.08221,176.13,11.8009,0.0416025
142,DCT (Legacy),FHD,0.563996,1.06371,186.201,11.798,0.0415834
142,DCT (Legacy),FHD,0.564996,1.06442,174.526,11.7951,0.0415644
142,DCT (Legacy),FHD,0.565996,1.07725,179.322,11.7924,0.0415455
142,DCT (Legacy),FHD,0.566996,1.06352,172.156,11.7896,0.0415273
143,DCT (Legacy),FHD,0.567996,1.06291,185.623,11.7869,0.0415071
143,DCT (Legacy),FHD,0.568996,1.06291,167.298,11.784,0.0414869
143,DCT (Legacy),FHD,0.569996,1.06182,161.789,11.7812,0.0414676
143,DCT (Legacy),FHD,0.570996,1.06016,171.222,11.7787,0.0414481
144,DCT (Legacy),FHD,0.571996,1.06333,169.182,11.7758,0.0414289
144,DCT (Legacy),FHD,0.572996,1.06291,166.542,11.773,0.0414081
144,DCT (Legacy),FHD,0.573996,1.05882,170.445,11.7703,0.0413889
144,DCT (Legacy),FHD,0.574996,1.06355,180.349,11.7675,0.0413699
145,DCT (Legacy),FHD,0.575996,1.06336,177.501,11.7647,0.0413518
145,DCT (Legacy),FHD,0.576996,1.08579,161.071,11.7619,0.0413333
145,DCT (Legacy),FHD,0.577996,1.06336,171.251,11.7592,0.0413114
145,DCT (Legacy),FHD,0.578996,1.06048,161.8,11.7566,0.0412894
146,DCT (Legacy),FHD,0.579996,1.06086,162.917,11.7538,0.0412702
146,DCT (Legacy),FHD,0.580996,1.06381,170.291,11.7511,0.0412512
146,DCT (Legacy),FHD,0.581996,1.06291,162.933,11.7486,0.0412303
146,DCT (Legacy),FHD,0.582996,1.6495,166.701,11.7457,0.0412149
147,DCT (Legacy),FHD,0.583996,1.06496,215.121,11.7432,0.0411952
147,DCT (Legacy),FHD,0.584996,1.06496,189.096,11.7403,0.0411781
147,DCT (Legacy),FHD,0.585996,1.05875,205.535,11.7377,0.04116
147,DCT (Legacy),FHD,0.586996,1.06346,187.744,11.735,0.0411407
148,DCT (Legacy),FHD,0.587996,1.06285,164.377,11.7322,0.0411245
148,DCT (Legacy),FHD,0.588996,1.0577,166.96,11.7297,0.0411059
148,DCT (Legacy),FHD,0.589996,1.06406,173.473,11.7271,0.0410876
148,DCT (Legacy),FHD,0.590996,1.06358,171.22,11.7244,0.0410701
149,DCT (Legacy),FHD,0.591996,1.06307,193.37,11.7218,0.0410487
149,DCT (Legacy),FHD,0.592996,1.0529,238.504,11.7192,0.0410313
149,DCT (Legacy),FHD,0.593996,1.06336,220.32,11.7165,0.0410129
149,DCT (Legacy),FHD,0.594996,1.06384,170.95,11.7139,0.0409966
150,DCT (Legacy),FHD,0.595996,1.0561,186.988,11.7111,0.0409827
150,DCT (Legacy),FHD,0.596996,1.06538,167.556,11.7087,0.0409662
150,DCT (Legacy),FHD,0.597996,1.05283,170.249,11.706,0.0409513
150,DCT (Legacy),FHD,0.598996,1.06701,167.551,11.7034,0.0409355
151,DCT (Legacy),FHD,0.599996,1.06435,172.554,11.7009,0.0409217
151,DCT (Legacy),FHD,0.600996,1.06291,167.629,11.6982,0.0409055
151,DCT (Legacy),FHD,0.601996,1.07062,174.801,11.6958,0.0408888
151,DCT (Legacy),FHD,0.602996,1.06304,180.377,11.693,0.0408742
152,DCT (Legacy),FHD,0.603996,1.07725,170.898,11.6905,0.0408574
152,DCT (Legacy),FHD,0.604996,1.0567,165.409,11.6879,0.0408351
152,DCT (Legacy),FHD,0.605996,1.05878,162.899,11.6853,0.0408221
152,DCT (Legacy),FHD,0.606996,1.06326,170.106,11.6827,0.0408052
153,DCT (Legacy),FHD,0.607996,1.05674,187.348,11.6803,0.040787
153,DCT (Legacy),FHD,0.608996,1.06419,164.684,11.6776,0.0407712
153,DCT (Legacy),FHD,0.609996,1.08624,163.176,11.6751,0.0407544
153,DCT (Legacy),FHD,0.610996,1.0649,169.567,11.6725,0.0407403
154,DCT (Legacy),FHD,0.611996,1.05664,178.893,11.67,0.0407273
154,DCT (Legacy),FHD,0.612996,1.0633,163.97,11.6675,0.0407113
154,DCT (Legacy),FHD,0.613996,1.06294,164.709,11.6649,0.0406959
154,DCT (Legacy),FHD,0.614996,1.07494,165.831,11.6626,0.0406811
155,DCT (Legacy),FHD,0.615996,1.0527,175.329,11.66,0.040666
155,DCT (Legacy),FHD,0.616996,1.07763,165.737,11.6574,0.0406549
155,DCT (Legacy),FHD,0.617996,1.06429,162.181,11.6549,0.040639
155,DCT (Legacy),FHD,0.618996,1.06432,169.407,11.6524,0.0406247
156,DCT (Legacy),FHD,0.619996,1.06413,164.854,11.65,0.0406054
156,DCT (Legacy),FHD,0.620996,1.08266,165.665,11.6474,0.0405889
156,DCT (Legacy),FHD,0.621996,1.06467,162.299,11.6448,0.0405764
156,DCT (Legacy),FHD,0.622996,1.0633,164.417,11.6425,0.040559
157,DCT (Legacy),FHD,0.623996,1.0577,162.994,11.6399,0.0405459
157,DCT (Legacy),FHD,0.624996,1.0569,167.002,11.6374,0.0405306
157,DCT (Legacy),FHD,0.625996,1.06387,165.662,11.6351,0.0405179
157,DCT (Legacy),FHD,0.626996,1.06416,159.763,11.6326,0.040503
158,DCT (Legacy),FHD,0.627995,1.05453,175.329,11.6302,0.0404906
158,DCT (Legacy),FHD,0.628995,1.05693,158.344,11.6276,0.0404794
158,DCT (Legacy),FHD,0.629995,1.06336,160.352,11.6252,0.0404673
158,DCT (Legacy),FHD,0.630995,1.064,162.143,11.6228,0.0404527
159,DCT (Legacy),FHD,0.631995,1.06403,157.984,11.6203,0.0404412
159,DCT (Legacy),FHD,0.632995,1.0552,165.564,11.6179,0.0404279
159,DCT (Legacy),FHD,0.633995,1.06291,156.443,11.6156,0.0404117
159,DCT (Legacy),FHD,0.634995,1.06272,159.427,11.613,0.0404021
160,DCT (Legacy),FHD,0.635995,1.06496,160.381,11.6106,0.0403846
160,DCT (Legacy),FHD,0.636995,1.06291,162.287,11.608,0.0403734
160,DCT (Legacy),FHD,0.637995,1.06291,158.805,11.6059,0.0403574
160,DCT (Legacy),FHD,0.638995,1.06422,167.062,11.6034,0.040346
161,DCT (Legacy),FHD,0.639995,1.05872,158.092,11.6008,0.0403339
161,DCT (Legacy),FHD,0.640995,1.06467,163.103,11.5985,0.0403203
161,DCT (Legacy),FHD,0.641995,1.0825,158.833,11.5961,0.0403057
161,DCT (Legacy),FHD,0.642995,1.06496,161.941,11.5937,0.0402896
162,DCT (Legacy),FHD,0.643995,1.06291,163.517,11.5913,0.0402779
162,DCT (Legacy),FHD,0.644995,1.06467,159.355,11.589,0.0402651
162,DCT (Legacy),FHD,0.645995,1.06304,167.117,11.5866,0.0402549
162,DCT (Legacy),FHD,0.646995,1.06442,164.094,11.5842,0.040242
163,DCT (Legacy),FHD,0.647995,1.05677,165.706,11.5817,0.0402343
163,DCT (Legacy),FHD,0.648995,1.06467,160.148,11.5795,0.0402184
163,DCT (Legacy),FHD,0.649995,1.06442,160.166,11.577,0.0402045
163,DCT (Legacy),FHD,0.650995,1.06291,158.374,11.5748,0.0401943
164,DCT (Legacy),FHD,0.651995,1.05562,164.404,11.5724,0.0401821
164,DCT (Legacy),FHD,0.652995,1.06291,158.693,11.5699,0.0401714
164,DCT (Legacy),FHD,0.653995,1.06179,160.483,11.5677,0.0401564
164,DCT (Legacy),FHD,0.654995,1.06294,166.757,11.5652,0.0401463
165,DCT (Legacy),FHD,0.655995,1.05478,156.869,11.5631,0.0401334
165,DCT (Legacy),FHD,0.656995,1.06272,156.75,11.5607,0.0401215
165,DCT (Legacy),FHD,0.657995,1.06307,158.787,11.5582,0.0401147
165,DCT (Legacy),FHD,0.658995,1.05882,157.99,11.5559,0.040101
166,DCT (Legacy),FHD,0.659995,1.08342,157.792,11.5536,0.0400893
166,DCT (Legacy),FHD,0.660995,1.05523,161.993,11.5513,0.0400789
166,DCT (Legacy),FHD,0.661995,1.06291,189.754,11.549,0.0400696
166,DCT (Legacy),FHD,0.662995,1.07712,157.651,11.5467,0.0400575
167,DCT (Legacy),FHD,0.663995,1.06291,158.433,11.5445,0.0400487
167,DCT (Legacy),FHD,0.664995,1.06496,158.71,11.5421,0.0400349
167,DCT (Legacy),FHD,0.665995,1.06464,156.98,11.5397,0.0400227
167,DCT (Legacy),FHD,0.666995,1.05738,159.502,11.5374,0.0400104
168,DCT (Legacy),FHD,0.667995,1.08544,163.971,11.535,0.0399968
168,DCT (Legacy),FHD,0.668995,1.05677,164.562,11.5328,0.0399847
168,DCT (Legacy),FHD,0.669995,1.06496,156.359,11.5304,0.0399754
168,DCT (Legacy),FHD,0.670995,1.06189,163.766,11.5282,0.0399653
169,DCT (Legacy),FHD,0.671995,1.0752,157.611,11.5259,0.0399526
169,DCT (Legacy),FHD,0.672995,1.06445,156.707,11.5236,0.0399431
169,DCT (Legacy),FHD,0.673995,1.05747,159.647,11.5214,0.0399315
169,DCT (Legacy),FHD,0.674995,1.06291,172.916,11.5192,0.0399231
170,DCT (Legacy),FHD,0.675995,1.07277,225.096,11.5168,0.039912
170,DCT (Legacy),FHD,0.676995,1.05472,224.332,11.5145,0.0399051
170,DCT (Legacy),FHD,0.677995,1.06086,236.62,11.5123,0.0398954
170,DCT (Legacy),FHD,0.678995,2.48627,240.91,11.5102,0.0398843
171,DCT (Legacy),FHD,0.679995,0.940096,195.698,11.5078,0.0398722
171,DCT (Legacy),FHD,0.680995,0.9728,159.912,11.5055,0.0398618
171,DCT (Legacy),FHD,0.681995,0.94112,162.071,11.5034,0.0398504
171,DCT (Legacy),FHD,0.682995,0.939616,162.395,11.5011,0.0398376
172,DCT (Legacy),FHD,0.683995,0.938048,159.492,11.4987,0.0398294
172,DCT (Legacy),FHD,0.684995,0.931264,162.919,11.4965,0.0398186
172,DCT (Legacy),FHD,0.685995,0.935712,158.619,11.4943,0.0398075
172,DCT (Legacy),FHD,0.686995,0.931104,155.305,11.4921,0.0397982
173,DCT (Legacy),FHD,0.687995,0.943808,158.338,11.4897,0.0397872
173,DCT (Legacy),FHD,0.688995,0.935808,160.555,11.4874,0.0397775
173,DCT (Legacy),FHD,0.689995,0.932128,167.008,11.4854,0.0397646
173,DCT (Legacy),FHD,0.690995,0.933888,174.903,11.483,0.0397558
174,DCT (Legacy),FHD,0.691995,0.933888,164.135,11.481,0.0397458
174,DCT (Legacy),FHD,0.692995,1.06285,165.493,11.4787,0.0397398
174,DCT (Legacy),FHD,0.693995,1.06086,165.883,11.4765,0.0397277
174,DCT (Legacy),FHD,0.694995,1.06701,168.018,11.4743,0.0397173
175,DCT (Legacy),FHD,0.695995,1.08339,162.501,11.4719,0.0397099
175,DCT (Legacy),FHD,0.696995,1.63197,178.284,11.4699,0.0397013
175,DCT (Legacy),FHD,0.697995,1.06362,163.089,11.4676,0.039693
175,DCT (Legacy),FHD,0.698995,1.06406,165.391,11.4654,0.0396859
176,DCT (Legacy),FHD,0.699995,1.05264,173.612,11.4633,0.0396758
176,DCT (Legacy),FHD,0.700995,1.05594,170.646,11.4611,0.0396643
176,DCT (Legacy),FHD,0.701995,1.06304,170.742,11.4588,0.0396547
176,DCT (Legacy),FHD,0.702995,1.05546,165.789,11.4566,0.0396457
177,DCT (Legacy),FHD,0.703995,1.06496,164.445,11.4544,0.0396412
